Programnamn;Programkod;Personnummer;Namn;Medelbetyg;Kurs;Kurskod;Poang;Obligatorisk;Betyg
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Linjar algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Statistisk analys av samhallsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Envariabelanalys far statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;7411249316;Byrann Limeina;6.73;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Linjar algebra;HMAA20;5;1;VG
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Envariabelanalys far statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;6317041561;Hunfredo Suykens;17.84;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Epidemiometri;HSTD54;5;0;VG
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Javaprogrammering;HIBB20;5;1;VG
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Vetenskapsfilosofi;HVTA52;5;0;VG
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Envariabelanalys far statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;3494270511;Jonathon RTP;15.30;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Sambandsmodeller;HSTB20;10;1;VG
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Linjar algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;2140522580;Sandro Thorsen;15.55;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Linjar algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Javaprogrammering;HIBB20;5;1;VG
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Envariabelanalys far statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;8314244609;Boot Abou-Arrage;14.22;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Vetenskapsfilosofi;HVTA52;5;0;VG
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Linjar algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Envariabelanalys far statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;4749700898;Lefty Croxford;13.91;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Linjar algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Grunder i statistisk metodik;HSTA76;10;1;VG
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Envariabelanalys far statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Statistisk analys av samhallsdata;HSTA21;10;1;VG
Statistik och dataanalys;LIU50007;9819321139;Levon Bilovus;20.00;Statistisk teori I;HSTC20;5;0;VG
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Linjar algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Envariabelanalys far statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Multivariata metoder;HSTC04;5;0;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;4960190874;Dieter Mandeville;15.09;Statistisk teori I;HSTC20;5;0;VG
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Epidemiometri;HSTD54;5;0;VG
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Linjar algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Data Mining;HSTC22;5;0;VG
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;7680269933;Gary Reichenbach;10.96;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Linjar algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Envariabelanalys far statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;7261963851;Case Morelli;12.66;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Vetenskapsfilosofi;HVTA52;5;0;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Linjar algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Statistisk analys av samhallsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Envariabelanalys far statistiker;HMAA54;10;1;U
Statistik och dataanalys;LIU50007;8432122395;Alden Spaugh;8.60;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Epidemiometri;HSTD54;5;0;G
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Linjar algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Envariabelanalys far statistiker;HMAA54;10;1;VG
Statistik och dataanalys;LIU50007;6301515033;Klaus Delbrouck;10.90;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;2552082275;Inness McLendon;10.88;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;2552082275;Inness McLendon;10.88;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;2552082275;Inness McLendon;10.88;Javaprogrammering;HIBB20;5;1;U
Statistik och dataanalys;LIU50007;2552082275;Inness McLendon;10.88;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;2552082275;Inness McLendon;10.88;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;2552082275;Inness McLendon;10.88;Multivariata metoder;HSTC04;5;0;U
Statistik och dataanalys;LIU50007;2552082275;Inness McLendon;10.88;Statistisk analys av samhallsdata;HSTA21;10;1;U
Statistik och dataanalys;LIU50007;2552082275;Inness McLendon;10.88;Statistisk teori I;HSTC20;5;0;U
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Epidemiometri;HSTD54;5;0;VG
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Linjar algebra;HMAA20;5;1;VG
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Surveymetodik med uppsats;HSTB21;10;1;VG
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;5598571429;Garvy Benedek;20.00;Statistisk teori I;HSTC20;5;0;VG
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Surveymetodik med uppsats;HSTB21;10;1;U
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Vetenskapsfilosofi;HVTA52;5;0;VG
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Programmering 1;HIBA20;5;1;U
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Diskret matematik och logik;HMAA61;5;1;U
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Grunder i statistisk metodik;HSTA76;10;1;U
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Javaprogrammering;HIBB20;5;1;G
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Data Mining;HSTC22;5;0;U
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Databaser: Design och programmering;HIBB31;5;1;U
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Multivariata metoder;HSTC04;5;0;VG
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Envariabelanalys far statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;7674081286;Wes Laniel;12.48;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Epidemiometri;HSTD54;5;0;VG
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Sambandsmodeller;HSTB20;10;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Surveymetodik med uppsats;HSTB21;10;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Vetenskapsfilosofi;HVTA52;5;0;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Linjar algebra;HMAA20;5;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Grunder i statistisk metodik;HSTA76;10;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Programmering 1;HIBA20;5;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Data Mining;HSTC22;5;0;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Databaser: Design och programmering;HIBB31;5;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Multivariata metoder;HSTC04;5;0;VG
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Statistisk analys av samhallsdata;HSTA21;10;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Envariabelanalys far statistiker;HMAA54;10;1;G
Statistik och dataanalys;LIU50007;9721933526;Moises Kensinger;19.50;Statistisk teori I;HSTC20;5;0;G
Statistik och dataanalys;LIU50007;8583101069;Brad Hetzel;12.24;Epidemiometri;HSTD54;5;0;U
Statistik och dataanalys;LIU50007;8583101069;Brad Hetzel;12.24;Linjar algebra;HMAA20;5;1;U
Statistik och dataanalys;LIU50007;8583101069;Brad Hetzel;12.24;Sambandsmodeller;HSTB20;10;1;U
Statistik och dataanalys;LIU50007;8583101069;Brad Hetzel;12.24;Diskret matematik och logik;HMAA61;5;1;G
Statistik och dataanalys;LIU50007;8583101069;Brad Hetzel;12.24;Javaprogrammering;HIBB20;5;1;U
